condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,32719,32719,0,32719,53898.140,0.551,0.378,-0.082,-0.740,3179,440,67,3235,0,1995,0,968,58,0.997,44,0,30.348,5.525,26.620,-7.460,-12.520,0.246,-0.498,1.034,-3.038,4.534,-0.860,3.748,0.054,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32719,32719,0,32719,53903.140,0.552,0.377,-0.082,-0.739,3162,453,78,3223,0,2013,0,987,58,0.997,44,0,45.436,5.564,17.400,-11.380,-40.400,0.149,-0.449,0.987,-2.152,4.552,-2.368,3.782,0.042,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32735,32735,0,32735,53908.140,0.554,0.377,-0.081,-0.738,3163,453,101,3210,0,2023,0,1003,58,0.997,44,0,60.909,5.564,11.600,-10.640,-58.840,0.008,-0.327,1.039,-2.152,4.552,-2.368,3.810,0.032,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32735,32735,0,32735,53913.140,0.556,0.376,-0.080,-0.736,3187,461,117,3222,0,2063,0,1021,58,0.997,44,0,57.898,4.889,11.360,-10.880,-55.720,-0.139,-0.220,1.033,-3.288,3.312,-1.456,3.834,0.026,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32751,32751,0,32751,53918.140,0.558,0.376,-0.080,-0.736,3165,473,111,3214,0,2058,0,1060,58,0.997,44,0,37.152,4.551,17.160,-6.620,-32.280,-0.119,-0.162,1.075,-4.024,1.938,-0.872,3.860,0.020,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32751,32751,0,32751,53923.140,0.559,0.375,-0.080,-0.735,3165,469,118,3199,0,2067,0,1083,58,0.997,44,0,27.606,5.060,22.300,-10.100,-12.760,0.081,-0.183,1.051,-4.592,1.938,-0.872,3.886,0.014,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32751,32751,0,32751,53928.140,0.560,0.374,-0.081,-0.735,3163,461,121,3199,0,2088,0,1111,58,0.997,44,0,31.810,6.112,25.040,-6.180,-18.620,0.214,-0.229,1.027,-4.592,3.364,-2.226,3.914,0.010,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32751,32751,0,32751,53933.140,0.561,0.374,-0.081,-0.734,3145,457,120,3197,0,2092,0,1135,58,0.997,44,0,40.632,6.722,20.760,-4.780,-34.600,0.206,-0.256,0.997,-4.180,4.270,-3.080,3.938,0.008,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32767,32767,0,32767,53938.140,0.563,0.373,-0.080,-0.733,3133,473,137,3182,0,2091,0,1144,58,0.997,44,0,52.157,6.563,15.400,-12.100,-48.340,0.143,-0.259,1.050,-3.918,4.270,-3.080,3.962,0.006,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32767,32767,0,32767,53943.140,0.565,0.373,-0.079,-0.732,3149,467,139,3191,0,2105,0,1177,58,0.997,44,0,57.127,6.131,11.980,-15.580,-53.640,0.035,-0.164,1.022,-3.918,4.084,-2.358,3.982,0.004,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32799,32799,0,32799,53948.140,0.567,0.372,-0.079,-0.731,3125,459,135,3173,0,2111,0,1197,58,0.997,44,0,52.485,5.704,13.380,-11.200,-49.500,-0.065,-0.159,1.028,-4.494,2.782,-2.144,4.002,0.002,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32799,32799,0,32799,53953.140,0.568,0.371,-0.078,-0.730,3131,471,152,3184,0,2105,0,1206,58,0.997,44,0,38.025,5.197,13.320,-16.620,-31.500,-0.079,-0.110,1.021,-4.516,2.030,-1.578,4.020,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32799,32799,0,32799,53958.140,0.569,0.370,-0.078,-0.730,3124,467,163,3149,0,2129,0,1235,58,0.997,44,0,26.633,5.484,15.580,-14.920,-15.620,-0.021,-0.088,1.005,-4.862,1.986,-1.578,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32799,32799,0,32799,53963.140,0.569,0.370,-0.078,-0.730,3096,473,159,3141,0,2127,0,1263,58,0.997,44,0,24.648,5.657,15.760,-17.720,-6.720,0.079,-0.101,0.979,-4.862,1.986,-2.102,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32799,32799,0,32799,53968.140,0.570,0.369,-0.078,-0.730,3070,475,163,3126,0,2120,0,1287,58,0.997,44,0,24.731,6.212,13.920,-18.760,-8.120,0.128,-0.118,0.984,-4.846,2.636,-2.856,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32799,32799,0,32799,53973.140,0.571,0.368,-0.077,-0.730,3081,488,167,3112,0,2139,0,1314,58,0.997,44,0,28.171,6.433,10.260,-21.080,-15.620,0.137,-0.145,0.973,-4.744,3.092,-3.052,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32831,32831,0,32831,53978.140,0.571,0.367,-0.077,-0.730,3048,496,187,3091,0,2141,0,1349,58,0.997,44,0,33.204,6.225,4.400,-22.980,-23.560,0.103,-0.182,0.968,-4.458,3.092,-3.052,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32831,32831,0,32831,53983.140,0.573,0.366,-0.076,-0.730,3055,507,204,3082,11,2157,0,1394,58,0.997,44,0,42.071,5.778,12.160,-25.420,-31.240,0.062,-0.199,0.993,-4.084,2.998,-2.778,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32831,32831,0,32831,53988.140,0.574,0.365,-0.075,-0.729,3035,515,251,3060,26,2173,0,1424,58,0.997,44,0,33.002,5.444,4.160,-23.820,-22.460,0.059,-0.208,0.976,-4.000,2.856,-2.340,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32831,32831,0,32831,53993.140,0.574,0.364,-0.074,-0.729,3003,509,281,3033,41,2176,0,1458,58,0.997,44,0,30.836,5.329,6.120,-22.480,-20.200,0.078,-0.232,0.978,-3.842,2.856,-2.340,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32831,32831,0,32831,53998.140,0.575,0.363,-0.074,-0.729,3007,527,313,3023,57,2199,0,1492,58,0.997,44,0,31.038,5.257,8.140,-23.460,-18.620,0.104,-0.258,0.976,-3.642,2.978,-2.346,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32831,32831,0,32831,54003.140,0.576,0.363,-0.073,-0.729,2983,532,328,3018,105,2215,0,1541,58,0.997,44,0,34.504,5.293,4.840,-23.580,-24.720,0.166,-0.313,0.954,-3.414,3.236,-2.426,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32831,32831,0,32831,54008.140,0.578,0.362,-0.072,-0.728,2981,541,365,2999,125,2216,0,1585,58,0.997,44,0,51.163,5.482,4.340,-25.540,-44.120,0.192,-0.333,0.938,-2.882,3.756,-2.764,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32831,32831,0,32831,54013.140,0.580,0.361,-0.070,-0.727,2952,556,409,2989,136,2239,0,1627,58,0.997,44,0,61.888,5.482,3.060,-26.760,-55.720,0.135,-0.229,0.977,-2.882,3.756,-2.764,0.000,0.000,1.142,0.992,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32847,32847,0,32847,54018.140,0.581,0.361,-0.068,-0.726,2937,569,443,2971,155,2240,0,1673,58,1.018,44,0,61.146,5.554,-3.780,-23.460,-56.340,0.055,-0.268,1.046,-3.588,3.328,-2.626,0.000,0.000,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32847,32847,0,32847,54023.140,0.583,0.360,-0.067,-0.725,2908,569,505,2941,175,2281,0,1707,58,1.018,44,0,55.885,5.210,-7.180,-27.000,-48.400,-0.004,-0.151,0.990,-3.668,3.164,-1.918,0.020,0.006,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32847,32847,0,32847,54028.140,0.584,0.360,-0.065,-0.725,2895,573,575,2931,212,2280,0,1763,58,1.018,44,0,44.664,5.018,-18.000,-24.500,-32.720,0.041,-0.361,1.044,-3.588,3.164,-1.514,0.040,0.010,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32847,32847,0,32847,54033.140,0.585,0.359,-0.064,-0.725,2887,593,657,2917,259,2323,0,1800,58,1.018,44,0,45.799,5.173,18.880,-30.420,-28.560,0.061,-0.175,0.979,-4.098,2.508,-1.918,0.060,0.014,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32865,32865,0,32865,54038.140,0.586,0.357,-0.064,-0.725,2861,597,731,2906,296,2333,0,1851,58,1.018,44,0,35.221,5.453,7.340,-29.020,-18.560,0.087,-0.179,0.995,-4.098,2.790,-2.272,0.078,0.020,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32865,32865,0,32865,54043.140,0.586,0.356,-0.063,-0.725,2843,608,799,2885,318,2335,0,1881,58,1.018,44,0,34.206,5.489,6.980,-29.620,-15.620,0.158,-0.172,1.003,-4.144,2.790,-2.274,0.098,0.026,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32865,32865,0,32865,54048.140,0.587,0.355,-0.062,-0.725,2830,618,884,2869,359,2357,0,1917,58,1.018,44,0,36.266,5.991,3.300,-28.900,-21.660,0.194,-0.163,0.970,-4.218,3.342,-2.632,0.116,0.032,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32865,32865,0,32865,54053.140,0.588,0.355,-0.060,-0.724,2823,636,955,2853,459,2381,0,1969,58,1.018,44,0,49.579,6.207,-27.460,-27.860,-30.460,0.179,-0.168,0.923,-4.218,3.342,-3.092,0.138,0.038,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32911,32911,0,32911,54058.140,0.589,0.355,-0.058,-0.724,2771,653,1075,2824,501,2379,0,1991,58,1.018,44,0,52.011,6.091,-14.140,-29.020,-40.780,0.162,-0.335,1.057,-3.980,3.420,-3.092,0.156,0.042,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32911,32911,0,32911,54063.140,0.590,0.354,-0.056,-0.723,2773,687,1221,2805,550,2403,0,2035,58,1.018,44,0,58.462,5.204,-6.340,-34.020,-47.120,0.085,-0.255,1.057,-3.768,3.178,-1.668,0.176,0.048,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32911,32911,0,32911,54068.140,0.592,0.353,-0.054,-0.723,2731,701,1320,2784,613,2411,0,2085,58,1.018,44,0,57.997,5.204,-2.560,-40.860,-41.080,0.043,-0.135,1.003,-3.768,3.178,-1.668,0.198,0.052,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32911,32911,0,32911,54073.140,0.592,0.352,-0.053,-0.723,2685,738,1423,2771,680,2430,0,2107,58,1.018,44,0,46.787,5.422,-17.080,-36.520,-23.740,0.047,-0.151,1.028,-4.548,2.368,-1.764,0.216,0.054,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32911,32911,0,32911,54078.140,0.592,0.352,-0.050,-0.723,2661,747,1511,2719,751,2457,0,2153,58,1.018,44,0,48.940,5.513,-25.740,-39.640,-12.700,0.094,-0.098,1.006,-4.562,2.368,-1.994,0.236,0.054,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32911,32911,0,32911,54083.140,0.592,0.351,-0.048,-0.724,2614,779,1621,2676,813,2454,9,2189,58,1.018,44,0,52.358,5.600,-32.100,-40.920,-6.040,0.162,-0.184,1.042,-4.548,2.452,-2.160,0.256,0.056,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32929,32929,0,32929,54088.140,0.592,0.350,-0.046,-0.724,2570,793,1724,2633,864,2471,41,2231,58,1.018,44,0,48.450,5.975,-16.900,-43.900,-11.600,0.178,-0.228,1.067,-4.426,3.384,-2.160,0.276,0.056,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32929,32929,0,32929,54093.140,0.592,0.349,-0.044,-0.725,2501,815,1812,2581,923,2477,61,2281,58,1.018,44,0,52.905,5.951,-21.840,-46.400,-13.000,0.109,-0.107,1.041,-4.426,3.384,-2.092,0.298,0.058,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32929,32929,0,32929,54098.140,0.592,0.349,-0.042,-0.725,2455,849,1884,2511,985,2494,62,2318,58,1.018,44,0,54.338,5.768,-24.960,-48.060,-4.460,0.091,-0.153,1.053,-4.758,2.662,-1.884,0.318,0.060,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32929,32929,0,32929,54103.140,0.592,0.348,-0.040,-0.726,2395,873,1967,2471,1061,2501,73,2367,58,1.018,44,0,55.604,5.722,-22.640,-50.440,5.920,0.142,-0.203,1.062,-4.758,2.662,-1.736,0.342,0.062,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32929,32929,0,32929,54108.140,0.591,0.347,-0.038,-0.727,2325,891,2071,2411,1114,2493,115,2395,58,1.018,44,0,58.242,5.737,-22.880,-52.460,10.800,0.184,-0.239,1.026,-4.416,3.224,-1.736,0.362,0.062,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32929,32929,0,32929,54113.140,0.590,0.346,-0.036,-0.728,2223,903,2149,2312,1197,2506,122,2411,58,1.018,44,0,61.060,5.672,-29.340,-52.580,10.140,0.224,-0.275,1.024,-3.984,3.464,-2.074,0.384,0.064,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32943,32943,0,32943,54118.140,0.590,0.345,-0.034,-0.729,2131,923,2238,2217,1277,2505,146,2451,58,1.018,44,0,60.224,5.902,-32.040,-50.920,2.740,0.250,-0.266,1.041,-3.914,3.856,-2.154,0.402,0.064,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32943,32943,0,32943,54123.140,0.590,0.344,-0.032,-0.730,2011,955,2327,2125,1365,2516,165,2507,58,1.018,44,0,58.923,6.025,-26.720,-52.260,-5.180,0.253,-0.244,1.048,-3.914,4.030,-2.178,0.422,0.066,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32959,32959,0,32959,54128.140,0.590,0.343,-0.030,-0.731,1895,978,2389,2021,1431,2519,179,2531,58,1.018,44,0,57.799,6.108,-21.900,-52.520,-10.140,0.252,-0.247,1.022,-4.038,4.030,-2.182,0.442,0.068,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32959,32959,0,32959,54133.140,0.590,0.342,-0.028,-0.731,1743,986,2446,1886,1503,2511,217,2553,58,1.018,44,0,55.302,6.065,-17.440,-50.500,-14.280,0.249,-0.249,1.015,-4.038,3.882,-2.326,0.460,0.072,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32959,32959,0,32959,54138.140,0.591,0.340,-0.025,-0.731,1613,1001,2518,1763,1572,2522,245,2591,58,1.018,44,0,59.239,5.984,-11.280,-54.400,-20.560,0.225,-0.284,1.030,-4.002,3.792,-2.326,0.478,0.074,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32959,32959,0,32959,54143.140,0.591,0.338,-0.023,-0.732,1448,1031,2569,1647,1621,2523,277,2627,58,1.018,44,0,69.501,5.812,0.980,-65.640,-22.820,0.232,-0.257,1.003,-3.874,3.724,-2.214,0.500,0.078,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32975,32975,0,32975,54148.140,0.592,0.337,-0.022,-0.732,1269,1033,2605,1509,1679,2504,303,2639,58,1.018,44,0,56.707,5.619,-10.300,-52.940,-17.520,0.236,-0.297,0.896,-3.760,3.540,-2.214,0.518,0.082,1.247,0.982,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,32975,32975,0,32975,54153.140,0.592,0.335,-0.019,-0.732,1131,1045,2665,1365,1773,2506,355,2673,58,1.018,44,0,59.988,5.200,-15.800,-52.640,-24.040,0.288,-0.373,0.965,-3.040,3.540,-2.296,0.540,0.086,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33007,33007,0,33007,54158.140,0.593,0.334,-0.017,-0.732,958,1042,2722,1215,1829,2505,395,2693,58,1.018,44,0,66.088,5.592,-19.640,-56.420,-28.260,0.286,-0.344,0.996,-3.040,4.094,-2.296,0.562,0.090,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33007,33007,0,33007,54163.140,0.594,0.333,-0.014,-0.732,809,1043,2745,1065,1875,2483,435,2707,58,1.018,44,0,67.716,5.602,-18.180,-57.020,-31.680,0.274,-0.275,1.097,-3.162,4.112,-2.116,0.586,0.094,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33007,33007,0,33007,54168.140,0.595,0.331,-0.012,-0.732,693,1031,2795,971,1934,2491,471,2717,58,1.018,44,0,66.785,6.153,-7.620,-58.000,-32.220,0.279,-0.198,1.095,-4.228,4.094,-1.794,0.608,0.098,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33007,33007,0,33007,54173.140,0.596,0.330,-0.010,-0.732,553,1017,2822,862,1983,2469,523,2747,58,1.018,44,0,66.178,6.581,-9.560,-53.000,-38.460,0.273,-0.224,1.153,-4.886,4.142,-1.510,0.630,0.102,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33007,33007,0,33007,54178.140,0.597,0.328,-0.008,-0.732,464,1001,2867,793,2029,2465,615,2767,58,1.018,44,0,71.312,6.417,-1.700,-56.000,-44.120,0.246,-0.197,1.161,-4.936,3.926,-1.186,0.650,0.104,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33007,33007,0,33007,54183.140,0.599,0.326,-0.006,-0.732,408,979,2891,727,2076,2440,670,2791,58,1.018,44,0,74.877,6.527,5.260,-59.900,-44.620,0.213,-0.167,1.147,-5.182,3.824,-1.062,0.672,0.106,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33007,33007,0,33007,54188.140,0.600,0.324,-0.004,-0.731,360,927,2917,679,2107,2426,723,2803,58,1.018,44,0,73.325,6.389,5.020,-61.300,-39.920,0.208,-0.129,1.146,-5.334,3.352,-1.062,0.694,0.108,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33007,33007,0,33007,54193.140,0.601,0.322,-0.002,-0.732,301,887,2927,583,2139,2393,779,2794,58,1.018,44,0,72.242,6.618,3.920,-64.600,-32.100,0.223,-0.126,1.161,-5.648,3.278,-1.072,0.718,0.106,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33023,33023,0,33023,54198.140,0.602,0.319,0.001,-0.732,283,872,2971,533,2195,2387,865,2829,58,1.018,44,0,73.181,6.684,1.540,-67.840,-27.400,0.230,-0.134,1.171,-5.726,3.278,-1.072,0.742,0.106,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33023,33023,0,33023,54203.140,0.603,0.317,0.003,-0.732,232,799,2981,493,2231,2355,919,2828,58,1.018,44,0,73.537,6.708,0.080,-69.600,-23.740,0.269,-0.128,1.212,-5.738,3.344,-0.946,0.766,0.104,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33023,33023,0,33023,54208.140,0.604,0.315,0.005,-0.733,135,791,2991,446,2265,2308,981,2837,58,1.018,44,0,77.825,7.111,2.140,-74.180,-23.440,0.268,-0.155,1.263,-5.986,3.758,-0.778,0.790,0.102,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33023,33023,0,33023,54213.140,0.604,0.312,0.007,-0.733,99,761,3031,388,2313,2279,1051,2839,58,1.018,44,0,83.006,7.176,1.540,-78.140,-27.960,0.272,-0.184,1.346,-5.990,3.946,-0.222,0.814,0.100,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33039,33039,0,33039,54218.140,0.606,0.309,0.009,-0.733,57,715,3035,349,2333,2249,1101,2841,58,1.018,44,0,88.773,7.395,13.080,-82.240,-30.760,0.287,-0.229,1.389,-5.990,4.298,0.578,0.836,0.098,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33039,33039,0,33039,54223.140,0.607,0.306,0.011,-0.733,43,683,3039,287,2351,2203,1147,2836,58,1.018,44,0,99.058,7.379,26.260,-86.200,-41.140,0.277,-0.219,1.356,-5.918,4.310,0.920,0.862,0.094,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33055,33055,0,33055,54228.140,0.609,0.302,0.014,-0.733,36,667,3060,245,2391,2181,1195,2855,58,1.018,44,0,105.114,7.319,23.080,-92.420,-44.440,0.200,-0.221,1.330,-5.814,4.310,1.092,0.888,0.090,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33055,33055,0,33055,54233.140,0.610,0.298,0.016,-0.734,7,638,3087,221,2413,2152,1253,2844,58,1.018,44,0,108.969,6.665,22.540,-99.580,-38.080,0.149,-0.206,1.307,-5.588,3.456,1.122,0.912,0.084,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33055,33055,0,33055,54238.140,0.611,0.294,0.019,-0.734,0,605,3079,203,2415,2093,1279,2839,58,1.018,44,0,110.957,6.445,19.720,-105.000,-29.960,0.175,-0.213,1.330,-5.576,3.016,1.162,0.936,0.080,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33055,33055,0,33055,54243.140,0.612,0.290,0.021,-0.735,0,588,3101,189,2452,2065,1325,2840,58,1.018,44,0,116.022,6.431,19.240,-111.660,-24.960,0.191,-0.185,1.326,-5.576,2.968,1.206,0.962,0.076,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33103,33103,0,33103,54248.140,0.613,0.286,0.024,-0.736,0,572,3117,188,2474,2007,1383,2855,58,1.018,44,0,120.673,6.586,22.780,-116.540,-21.480,0.208,-0.181,1.313,-5.754,2.968,1.206,0.986,0.074,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33103,33103,0,33103,54253.140,0.614,0.281,0.027,-0.737,0,545,3107,179,2475,1950,1413,2836,58,1.018,44,0,127.036,6.586,18.760,-123.380,-23.740,0.244,-0.207,1.322,-5.754,2.968,1.206,1.010,0.072,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33103,33103,0,33103,54258.140,0.615,0.277,0.031,-0.738,0,507,3143,157,2499,1912,1464,2836,58,1.018,44,0,133.680,6.591,12.160,-129.480,-30.940,0.250,-0.236,1.389,-5.600,3.254,1.224,1.032,0.072,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33103,33103,0,33103,54263.140,0.616,0.272,0.034,-0.738,0,488,3126,150,2516,1866,1501,2829,58,1.018,44,0,142.033,6.802,19.600,-135.160,-39.000,0.243,-0.209,1.443,-5.600,3.332,1.950,1.056,0.072,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33103,33103,0,33103,54268.140,0.618,0.267,0.038,-0.739,0,485,3127,138,2531,1827,1545,2825,58,1.018,44,0,149.871,7.309,22.160,-140.840,-46.200,0.217,-0.210,1.535,-6.040,3.332,2.416,1.082,0.070,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33103,33103,0,33103,54273.140,0.619,0.261,0.041,-0.739,0,464,3142,107,2537,1784,1567,2797,58,1.018,44,0,161.121,7.620,28.580,-150.960,-48.520,0.184,-0.247,1.513,-6.040,3.194,3.374,1.104,0.068,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33121,33121,0,33121,54278.140,0.621,0.255,0.045,-0.740,0,458,3129,94,2543,1748,1596,2795,58,1.018,44,0,167.559,7.385,26.020,-157.800,-49.980,0.135,-0.306,1.488,-5.868,2.740,3.550,1.126,0.064,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33121,33121,0,33121,54283.140,0.622,0.249,0.049,-0.740,0,409,3135,63,2565,1705,1645,2779,58,1.018,44,0,175.119,6.896,35.600,-163.900,-50.360,0.119,-0.289,1.508,-5.310,2.176,3.824,1.148,0.062,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33121,33121,0,33121,54288.140,0.624,0.242,0.054,-0.741,0,381,3141,57,2578,1659,1688,2749,58,1.018,44,0,185.580,6.942,18.080,-177.940,-49.500,0.085,-0.311,1.601,-5.310,1.840,4.076,1.170,0.058,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33121,33121,0,33121,54293.140,0.625,0.236,0.059,-0.742,0,343,3129,36,2599,1613,1693,2719,58,1.018,44,0,198.482,7.645,15.460,-191.300,-50.600,0.038,-0.329,1.698,-5.430,1.560,5.150,1.190,0.052,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33121,33121,0,33121,54298.140,0.626,0.228,0.064,-0.743,0,309,3143,10,2617,1557,1724,2709,58,1.018,44,0,208.088,8.379,33.700,-199.360,-49.200,0.054,-0.372,1.676,-5.430,1.096,6.286,1.210,0.046,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33121,33121,0,33121,54303.140,0.628,0.221,0.069,-0.743,0,279,3124,2,2606,1478,1741,2667,58,1.018,44,0,216.302,8.163,27.840,-207.300,-55.120,0.101,-0.468,1.801,-5.054,1.096,6.316,1.230,0.038,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,33136,33136,0,33136,54308.140,0.629,0.213,0.076,-0.744,0,267,3132,0,2627,1411,1765,2645,58,1.018,44,0,237.323,9.164,0.980,-228.540,-63.960,0.034,-0.530,1.979,-4.774,1.014,7.756,1.248,0.032,1.247,0.982,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
